Tag_Number,Hazard_Rat,DBH__cm_,Notes,Max_PDOP,Corr_Type,GPS_Date,GPS_Time,Feat_Name,Datafile,Unfilt_Pos,Filt_Pos,Data_Dicti,Std_Dev,Point_ID
"517",Healthy,27.3,,1.1,Real-time SBAS Corrected,2022/10/24,04:27:16pm,Tagged_T,KIAHNM-1024.SSF,"11","11",K Campus Trees,1.032787,"20"
"518",Healthy,29.4,,1.1,Real-time SBAS Corrected,2022/10/24,04:28:32pm,Tagged_T,KIAHNM-1024.SSF,"10","10",K Campus Trees,0.600318,"21"
"579",Healthy,68.9,,1.4,Real-time SBAS Corrected,2022/10/24,04:30:42pm,Tagged_T,KIAHNM-1024.SSF,"10","10",K Campus Trees,0.946608,"22"
"578",Healthy,48.1,,1.1,Real-time SBAS Corrected,2022/10/24,04:34:40pm,Tagged_T,KIAHNM-1024.SSF,"10","10",K Campus Trees,1.059671,"23"
"575",Healthy,59.0,,1.0,Real-time SBAS Corrected,2022/10/24,04:39:27pm,Tagged_T,KIAHNM-1024.SSF,"11","11",K Campus Trees,0.622889,"24"
"573",Healthy,89.0,,1.1,Real-time SBAS Corrected,2022/10/24,04:40:50pm,Tagged_T,KIAHNM-1024.SSF,"11","11",K Campus Trees,0.216335,"25"
"580",Healthy,29.8,,1.3,Real-time SBAS Corrected,2022/10/24,04:42:30pm,Tagged_T,KIAHNM-1024.SSF,"11","11",K Campus Trees,0.380676,"26"
"519",Healthy,29.8,,1.2,Real-time SBAS Corrected,2022/10/24,04:44:02pm,Tagged_T,KIAHNM-1024.SSF,"11","11",K Campus Trees,0.919053,"27"
"520",Healthy,27.9,,1.0,Real-time SBAS Corrected,2022/10/24,04:45:14pm,Tagged_T,KIAHNM-1024.SSF,"11","11",K Campus Trees,1.006256,"28"
"521",Healthy,20.4,,0.9,Real-time SBAS Corrected,2022/10/24,04:46:30pm,Tagged_T,KIAHNM-1024.SSF,"11","11",K Campus Trees,0.504998,"29"
"522",Healthy,20.8,,0.9,Real-time SBAS Corrected,2022/10/24,04:47:53pm,Tagged_T,KIAHNM-1024.SSF,"10","10",K Campus Trees,0.321862,"30"
"523",Healthy,26.0,,1.0,Real-time SBAS Corrected,2022/10/24,04:49:28pm,Tagged_T,KIAHNM-1024.SSF,"10","10",K Campus Trees,1.025228,"31"
"525",Healthy,52.9,,1.0,Real-time SBAS Corrected,2022/10/24,04:51:14pm,Tagged_T,KIAHNM-1024.SSF,"18","18",K Campus Trees,1.703602,"32"
"577",Healthy,60.3,,1.1,Real-time SBAS Corrected,2022/10/24,04:53:25pm,Tagged_T,KIAHNM-1024.SSF,"11","11",K Campus Trees,0.395602,"33"
"576",Some distress,17.2,,0.9,Real-time SBAS Corrected,2022/10/24,04:54:42pm,Tagged_T,KIAHNM-1024.SSF,"10","10",K Campus Trees,0.631667,"34"
"574",Healthy,67.9,,1.0,Real-time SBAS Corrected,2022/10/24,04:55:45pm,Tagged_T,KIAHNM-1024.SSF,"11","11",K Campus Trees,0.879347,"35"
"572",Some distress,51.8,,1.0,Real-time SBAS Corrected,2022/10/24,04:57:47pm,Tagged_T,KIAHNM-1024.SSF,"11","11",K Campus Trees,0.608849,"36"
"571",Healthy,75.6,,1.0,Real-time SBAS Corrected,2022/10/24,04:59:17pm,Tagged_T,KIAHNM-1024.SSF,"14","14",K Campus Trees,0.348643,"37"
"570",Extreme distress,61.0,,1.0,Real-time SBAS Corrected,2022/10/24,05:01:37pm,Tagged_T,KIAHNM-1024.SSF,"12","12",K Campus Trees,0.663942,"38"
"589",Some distress,69.3,,1.1,Real-time SBAS Corrected,2022/10/24,05:03:36pm,Tagged_T,KIAHNM-1024.SSF,"14","14",K Campus Trees,0.392773,"39"
"568",Healthy,77.7,,1.0,Real-time SBAS Corrected,2022/10/24,05:05:20pm,Tagged_T,KIAHNM-1024.SSF,"12","12",K Campus Trees,1.002386,"40"
"567",Some distress,35.4,,1.1,Real-time SBAS Corrected,2022/10/24,05:06:32pm,Tagged_T,KIAHNM-1024.SSF,"12","12",K Campus Trees,1.085348,"41"
"566",Healthy,76.0,,1.2,Uncorrected,2022/10/24,05:08:02pm,Tagged_T,KIAHNM-1024.SSF,"13","13",K Campus Trees,0.507183,"42"
"560",Some distress,57.5,,1.2,Real-time SBAS Corrected,2022/10/24,05:10:16pm,Tagged_T,KIAHNM-1024.SSF,"12","12",K Campus Trees,0.564833,"43"
"559",Healthy,65.5,,1.1,Real-time SBAS Corrected,2022/10/24,05:11:44pm,Tagged_T,KIAHNM-1024.SSF,"12","12",K Campus Trees,0.651550,"44"
"558",Healthy,36.3,,1.4,Real-time SBAS Corrected,2022/10/24,05:13:48pm,Tagged_T,KIAHNM-1024.SSF,"11","11",K Campus Trees,0.570689,"45"
"557",Healthy,23.0,,1.3,Real-time SBAS Corrected,2022/10/24,05:15:57pm,Tagged_T,KIAHNM-1024.SSF,"11","11",K Campus Trees,0.554252,"46"
"564",Some distress,29.0,,1.2,Real-time SBAS Corrected,2022/10/24,05:17:15pm,Tagged_T,KIAHNM-1024.SSF,"10","10",K Campus Trees,0.319961,"47"
"561",Healthy,38.8,,1.1,Real-time SBAS Corrected,2022/10/24,05:18:18pm,Tagged_T,KIAHNM-1024.SSF,"12","12",K Campus Trees,0.885108,"48"
"562",Extreme distress,25.7,,1.1,Real-time SBAS Corrected,2022/10/24,05:19:26pm,Tagged_T,KIAHNM-1024.SSF,"14","14",K Campus Trees,0.224601,"49"
"554",Healthy,85.4,,1.2,Real-time SBAS Corrected,2022/10/24,05:21:32pm,Tagged_T,KIAHNM-1024.SSF,"14","14",K Campus Trees,0.788265,"50"
"555",Healthy,23.7,,1.3,Real-time SBAS Corrected,2022/10/24,05:23:54pm,Tagged_T,KIAHNM-1024.SSF,"13","13",K Campus Trees,0.956542,"51"
"556",Some distress,65.5,,1.1,Real-time SBAS Corrected,2022/10/24,05:26:02pm,Tagged_T,KIAHNM-1024.SSF,"13","13",K Campus Trees,1.063861,"52"
"551",Healthy,44.0,,1.1,Real-time SBAS Corrected,2022/10/24,05:27:08pm,Tagged_T,KIAHNM-1024.SSF,"11","11",K Campus Trees,0.783386,"53"
"548",Healthy,17.0,,1.3,Real-time SBAS Corrected,2022/10/24,05:28:56pm,Tagged_T,KIAHNM-1024.SSF,"11","11",K Campus Trees,0.452898,"54"
"553",Healthy,43.4,,1.2,Real-time SBAS Corrected,2022/10/24,05:30:17pm,Tagged_T,KIAHNM-1024.SSF,"13","13",K Campus Trees,0.998733,"55"
"552",Healthy,26.7,,1.2,Real-time SBAS Corrected,2022/10/24,05:31:11pm,Tagged_T,KIAHNM-1024.SSF,"11","11",K Campus Trees,0.792611,"56"
"547",Healthy,49.8,,1.3,Real-time SBAS Corrected,2022/10/24,05:33:11pm,Tagged_T,KIAHNM-1024.SSF,"12","12",K Campus Trees,1.410317,"57"
