Tag_Number,Hazard_Rat,DBH__cm_,Notes,Max_PDOP,Corr_Type,GPS_Date,GPS_Time,Feat_Name,Datafile,Unfilt_Pos,Filt_Pos,Data_Dicti,Std_Dev,Point_ID
"92",Some distress,6.7,,1.4,Real-time SBAS Corrected,2022/11/01,05:50:47pm,Tagged_T,KIAHGARD-1101-1.SSF,"12","12",K Campus Trees,0.318942,"22"
"58",Some distress,57.9,,1.6,Real-time SBAS Corrected,2022/11/01,05:52:34pm,Tagged_T,KIAHGARD-1101-1.SSF,"16","16",K Campus Trees,1.671682,"23"
"44",Healthy,106.3,,1.5,Real-time SBAS Corrected,2022/11/01,05:54:09pm,Tagged_T,KIAHGARD-1101-1.SSF,"11","11",K Campus Trees,0.550332,"24"
"15",Some distress,83.2,,1.9,Real-time SBAS Corrected,2022/11/01,05:56:16pm,Tagged_T,KIAHGARD-1101-1.SSF,"14","14",K Campus Trees,2.153341,"25"
"39",Healthy,62.2,,1.7,Real-time SBAS Corrected,2022/11/01,05:57:44pm,Tagged_T,KIAHGARD-1101-1.SSF,"14","14",K Campus Trees,0.874935,"26"
"43",Healthy,13.5,,1.1,Real-time SBAS Corrected,2022/11/01,05:58:49pm,Tagged_T,KIAHGARD-1101-1.SSF,"10","10",K Campus Trees,0.462971,"27"
"37",Healthy,19.9,,1.5,Real-time SBAS Corrected,2022/11/01,05:59:49pm,Tagged_T,KIAHGARD-1101-1.SSF,"10","10",K Campus Trees,0.300239,"28"
"36",Some distress,11.9,,1.2,Real-time SBAS Corrected,2022/11/01,06:00:44pm,Tagged_T,KIAHGARD-1101-1.SSF,"10","10",K Campus Trees,0.447529,"29"
"38",Healthy,26.2,,1.6,Real-time SBAS Corrected,2022/11/01,06:01:25pm,Tagged_T,KIAHGARD-1101-1.SSF,"10","10",K Campus Trees,0.478121,"30"
"46",Some distress,5.2,,1.3,Real-time SBAS Corrected,2022/11/01,06:02:14pm,Tagged_T,KIAHGARD-1101-1.SSF,"10","10",K Campus Trees,0.959022,"31"
"45",Some distress,39.5,,1.5,Real-time SBAS Corrected,2022/11/01,06:02:53pm,Tagged_T,KIAHGARD-1101-1.SSF,"15","15",K Campus Trees,1.189289,"32"
